,Bnumber,Gen,Length
18276,b0503,ybbB,1096
18277,b0504,ybbS,928
18278,b0505,allA,484
18279,b0506,allR,817
22726,b0509,glxR,880
22727,b0510,ybbV,280
22728,b0511,ybbW,1456
22729,b0512,allB,1363
22730,b0513,ybbY,1303
22731,b0514,glxK,1147
22732,b0515,ylbA,787
22733,b0516,allC,1237
22734,b0517,allD,1051
22735,b0518,fdrA,1669
22736,b4572,ylbE,1260
22737,b0520,ylbF,817
22738,b0521,ybcF,895
27198,b0537,intD,1165
27199,b0539,ybcC,265
27200,b4508,ybcD,238
27201,b0540,insE,310
27202,b0541,insF,868
27203,b0542,renD,187
27204,b0543,emrE,334
27205,b0544,ybcK,1528
27206,b0545,ybcL,553
27207,b0546,ybcM,799
27208,b0547,ybcN,457
27209,b0548,ninE,172
27210,b0549,ybcO,292
27211,b0550,rusA,364
27212,b4509,ylcG,142
27213,b0551,ybcQ,385
27214,b0552,insH,1018
27215,b0553,nmpC,1129
27216,b0554,essD,217
27217,b0555,ybcS,499
27218,b0556,rzpD,463
27219,b4510,rzoD,184
27220,b0557,borD,295
27221,b0558,ybcV,412
27222,b0559,ybcW,208
27223,b0560,nohB,547
27224,b0561,tfaD,565
27225,b0562,ybcY,586
27226,b0563,ylcE,187
27227,b0564,appY,751
27228,b0565,ompT,955
27229,b0566,envY,763
27230,b0567,ybcH,892
27231,b0568,nfrA,2974
27232,b0569,nfrB,2239
27233,b0570,cusS,1444
27234,b0571,cusR,685
27235,b0572,cusC,1375
27236,b0573,cusF,334
27237,b0574,cusB,1225
27238,b0575,cusA,3145
27239,b0576,pheP,1378
27240,b0577,ybdG,1249
27241,b0578,nfnB,655
27242,b0579,ybdF,370
27243,b0580,ybdJ,250
27244,b0581,ybdK,1120
27245,b4415,hokE,154
27246,b0582,insL,1114
31753,b0643,ybeL,484
31754,b0644,ybeQ,979
31755,b0645,ybeR,709
31756,b0646,djlB,1429
31757,b0647,ybeT,556
31758,b0648,ybeU,709
31759,b0649,djlC,1453
31760,b0650,hscC,1672
31761,b0651,rihA,937
31762,b0652,gltL,727
31763,b0653,gltK,676
31764,b0654,gltJ,742
31765,b0655,gltI,910
31766,b0656,insH,1018
36249,b4513,kdpF,91
36250,b0699,ybfA,208
36251,b0700,rhsC,4195
36252,b0702,ybfB,328
36253,b0703,ybfO,1435
36254,b0704,ybfC,571
36255,b4514,ybfQ,256
36256,b0705,ybfL,1063
36257,b0706,ybfD,763
36258,b0707,ybgA,511
36259,b0708,phr,1420
40794,b0799,dinG,2152
40795,b0800,ybiB,964
40796,b0801,ybiC,1087
40797,b0802,ybiJ,262
40798,b0803,ybiI,268
40799,b0804,ybiX,679
40800,b0805,fiu,2284
40801,b0806,ybiM,262
40802,b0807,ybiN,928
40803,b0808,ybiO,2227
40804,b0809,glnQ,724
40805,b0810,glnP,661
40806,b0811,glnH,748
45269,b0829,yliA,1840
45270,b0830,yliB,1540
45271,b0831,yliC,922
45272,b0832,yliD,913
45273,b0833,yliE,2350
45274,b0834,yliF,1330
45275,b0835,yliG,1327
45276,b0836,yliH,385
45277,b0837,yliI,1117
45278,b0838,yliJ,628
45279,b0839,dacC,1204
45280,b0840,deoR,760
45281,b0841,ybjG,598
49735,b0850,ybjC,289
49736,b0851,nfsA,724
49737,b0852,rimK,904
49738,b0853,ybjN,478
49739,b0854,potF,1114
49740,b0855,potG,1135
49741,b0856,potH,955
49742,b0857,potI,847
49743,b0858,ybjO,490
49744,b0859,rumB,1129
49745,b0860,artJ,733
49746,b0861,artM,670
49747,b0862,artQ,718
49748,b0863,artI,733
49749,b0864,artP,730
49750,b0865,ybjP,517
49751,b0866,ybjQ,325
49752,b0867,ybjR,832
49753,b0868,ybjS,1015
49754,b0869,ybjT,1432
49755,b0870,ltaE,1003
54315,b0986,ymcC,646
54316,b0987,ymcD,307
54317,b4516,insA,277
54318,b0988,insB,505
54319,b0989,cspH,214
54320,b0990,cspG,214
54321,b0991,ymcE,232
54322,b4517,gnsA,175
54323,b0992,yccM,1075
54324,b0993,torS,2746
54325,b0994,torT,1030
54326,b0995,torR,694
54327,b0996,torC,1174
54328,b0997,torA,2548
54329,b0998,torD,601
54330,b0999,cbpM,307
54331,b1000,cbpA,922
54332,b1001,yccE,1258
54333,b1002,agp,1243
54334,b1003,yccJ,229
54335,b1004,wrbA,598
54336,b4518,ymdF,175
54337,b1006,ycdG,1330
54338,b1007,ycdH,496
54339,b1008,ycdI,592
54340,b1009,rarA,802
54341,b1010,ycdK,388
54342,b1011,ycdL,694
54343,b1012,ycdM,1150
54344,b1013,ycdC,640
54345,b1014,putA,3964
54346,b1015,putP,1510
54347,b4490,ycdN,831
54348,b1018,ycdO,1129
54349,b1019,ycdB,1273
54350,b1020,phoH,1066
54351,b1021,ycdP,415
54352,b1022,ycdQ,1327
54353,b1023,ycdR,2020
54354,b1024,ycdS,2425
54355,b1025,ycdT,1360
54356,b1026,insF,868
54357,b1027,insE,310
54358,b1028,ymdE,304
54359,b1029,ycdU,988
58911,b1137,ymfD,667
58912,b1138,ymfE,706
58913,b1139,lit,895
58914,b1140,intE,1129
58915,b1141,ymfG,247
58916,b1142,ymfH,313
58917,b1143,ymfI,343
58918,b1144,ymfJ,310
58919,b1145,ymfK,676
58920,b1146,ymfT,202
58921,b1147,ymfL,571
58922,b1148,ymfM,340
58923,b1149,ymfN,1369
58924,b1150,ymfR,184
58925,b1151,ymfO,475
58926,b1152,ymfP,664
58927,b1153,ymfQ,586
58928,b1154,ycfK,631
58929,b1155,ymfS,415
58930,b1156,tfaE,604
58931,b1157,stfE,538
58932,b1158,pin,556
58933,b1159,mcrA,835
58934,b4519,icdC,154
58935,b1160,elbA,325
58936,b1161,ycgX,406
58937,b1162,ycgE,733
58938,b1163,ycgF,1213
58939,b1164,ycgZ,238
58940,b1165,ymgA,274
58941,b1166,ymgB,268
58942,b1167,ymgC,250
58943,b1168,ycgG,1525
58944,b4520,ymgF,220
58945,b4491,ycgH,1423
58946,b1171,ymgD,331
58947,b1172,ymgG,277
58948,b4521,ymgH,223
58949,b1173,ycgI,214
63767,b1535,ydeH,892
63768,b1536,ydeI,394
63769,b1537,ydeJ,520
63770,b1538,dcp,2047
63771,b1539,ydfG,748
63772,b1540,ydfH,688
63773,b1541,ydfZ,205
63774,b1542,ydfI,1462
63775,b1543,ydfJ,1285
63776,b1544,ydfK,268
63777,b1545,pinQ,592
63778,b1546,tfaQ,577
63779,b1547,stfQ,964
63780,b1548,nohA,571
63781,b4533,ynfO,235
63782,b1549,ydfO,412
63783,b1550,gnsB,175
63784,b1551,ynfN,157
63785,b1552,cspI,214
68561,b1877,yecT,490
68562,b1878,flhE,394
68563,b1879,flhA,2080
68564,b1880,flhB,1150
68565,b1881,cheZ,646
68566,b1882,cheY,391
68567,b1883,cheB,1051
68568,b1884,cheR,862
68569,b1885,tap,1603
68570,b1886,tar,1663
68571,b1887,cheW,505
68572,b1888,cheA,1966
68573,b1889,motB,928
68574,b1890,motA,889
68575,b1891,flhC,580
68576,b1892,flhD,361
68577,unique to W3110,insH,1018
68578,b1895,yecG,430
68579,b1896,otsA,1426
68580,b1897,otsB,802
68581,b4460,araH,991
68582,b1900,araG,1516
68583,b1901,araF,991
68584,b1902,yecI,505
68585,b4537,yecJ,253
68586,b4434,isrB,161
68587,b1904,yecR,325
68588,b1905,ftn,499
68589,b1906,yecH,241
68590,b1907,tyrP,1213
73040,b1913,uvrC,1834
73041,b1914,uvrY,658
73042,b1915,yecF,226
73043,b1916,sdiA,724
73044,b1917,yecC,754
73045,b1918,yecS,670
73046,b1919,yedO,988
73047,b1920,fliY,802
73048,b1921,fliZ,553
73049,b1922,fliA,721
73050,b1923,fliC,1498
73051,b1924,fliD,1408
73052,b1925,fliS,412
73053,b1926,fliT,367
73054,b1927,amyA,1489
73055,b1928,yedD,415
73056,b1929,yedE,1207
73057,b1930,yedF,235
73058,b1931,yedK,670
73059,b1932,yedL,481
73060,b4495,yedN,523
73061,b1935,yedM,352
73062,b1936,intG,280
73063,b1937,fliE,316
73064,b1938,fliF,1660
73065,b1939,fliG,997
73066,b1940,fliH,688
73067,b1941,fliI,1375
73068,b1942,fliJ,445
73069,b1943,fliK,1129
73070,b1944,fliL,466
73071,b1945,fliM,1006
73072,b1946,fliN,415
73073,b1947,fliO,367
73074,b1948,fliP,739
73075,b1949,fliQ,271
73076,b1950,fliR,787
73077,b1951,rcsA,625
73078,b1952,dsrB,190
73079,b1953,yodD,229
77529,b1959,yedA,922
77530,b1960,vsr,472
77531,b1961,dcm,1420
77532,b1962,yedJ,697
77533,b1963,yedR,367
77534,b4496,yedS,1194
77535,b1967,hchA,853
77536,b1968,yedV,1360
77537,b1969,yedW,673
77538,b1970,yedX,415
77539,b1971,yedY,1006
77540,b1972,yedZ,637
77541,b1973,yodA,652
82005,b1994,insH,1018
82006,b1995,yoeA,394
82007,b1996,insD,907
82008,b1997,insC,412
82009,b1998,yoeE,262
82010,b1999,yeeP,427
82011,b4435,isrC,205
82012,b2000,flu,3121
82013,b2001,yeeR,1534
82014,b2002,yeeS,448
82015,b2003,yeeT,223
82016,b2004,yeeU,370
82017,b2005,yeeV,376
82018,b2006,yeeW,196
82019,b4538,yoeF,358
86489,b2030,insH,1018
86490,b2032,wbbK,1120
86491,b2033,wbbJ,592
86492,b2034,wbbI,994
86493,b2035,wbbH,1168
86494,b2036,glf,1105
86495,b2037,rfbX,1249
86496,b2038,rfbC,559
86497,b2039,rfbA,883
86498,b2040,rfbD,901
86499,b2041,rfbB,1087
90969,b2067,yegE,3319
90970,b2068,alkA,850
90971,b2069,yegD,1354
90972,b2070,yegI,1948
90973,b2071,yegJ,463
90974,b2072,yegK,763
90975,b2073,yegL,661
90976,b4436,ryeC,150
90977,b4437,ryeD,144
90978,b2074,mdtA,1249
90979,b2075,mdtB,3124
90980,b2076,mdtC,3079
90981,b2077,mdtD,1417
90982,b2078,baeS,1405
90983,b2079,baeR,724
90984,b2080,yegP,334
90985,b2081,yegQ,1363
90986,b4438,ryeE,87
90987,b2082,ogrK,220
90988,b2083,yegZ,220
90989,b2085,yegR,319
90990,b2086,yegS,901
90991,b4498,gatR,2042
90992,b2088,insE,310
90993,b2089,insF,868
90994,b2091,gatD,1042
90995,b2092,gatC,1357
90996,b2093,gatB,286
90997,b2094,gatA,1653
90998,unique to W3110,insH,982
90999,b2095,gatZ,1264
91000,b2096,gatY,856
91001,b2097,fbaB,1054
91002,b2098,yegT,1279
91003,b2099,yegU,1006
91004,b2100,yegV,967
91005,b2101,yegW,748
91006,b2102,yegX,820
95463,b4499,molR,3797
95464,b2118,yehI,3634
95465,b4541,yehK,319
95466,b2119,yehL,1090
95467,b2120,yehM,2281
95468,b2121,yehP,1138
95469,b2122,yehQ,1846
95470,b2123,yehR,463
95471,b2124,yehS,472
95472,b2125,yehT,721
95473,b2126,yehU,1687
95474,b2127,mlrA,733
95475,b4542,yohO,109
95476,b2128,yehW,733
95477,b2129,yehX,928
95478,b2130,yehY,1159
95479,b2131,yehZ,919
95480,b2132,bglX,2299
95481,b2133,dld,1717
95482,b2134,pbpG,934
95483,b2135,yohC,589
99952,b2160,yeiI,1090
99953,b2161,yeiJ,1252
99954,b2162,rihB,943
99955,b2163,yeiL,661
99956,b2164,yeiM,1252
99957,b2165,yeiN,940
99958,b2166,yeiC,943
104506,b2266,elaB,307
104507,b2267,elaA,463
104508,b2268,elaC,919
104509,b2269,elaD,1213
104510,b2270,yfbK,1729
104511,b2271,yfbL,973
104512,b2272,yfbM,505
104513,b2273,yfbN,718
104514,b2274,yfbO,478
104515,b2275,yfbP,853
108984,b2298,yfcC,1522
108985,b2299,yfcD,544
108986,b2300,yfcE,556
108987,b2301,yfcF,646
108988,b2302,yfcG,649
108989,b2303,folX,364
108990,b2304,yfcH,895
108991,b2305,yfcI,892
108992,b2306,hisP,775
108993,b2307,hisM,718
108994,b2308,hisQ,688
108995,b2309,hisJ,784
108996,b2310,argT,784
113479,b2349,intS,1159
113480,b2350,yfdG,364
113481,b2351,yfdH,922
113482,b2352,yfdI,1333
113483,b2353,tfaS,304
113484,b2354,yfdK,442
113485,b2355,yfdL,520
113486,b2356,yfdM,277
113487,b2357,yfdN,496
113488,b2358,yfdO,370
113489,b2359,yfdP,448
113490,b2360,yfdQ,826
113491,b2361,yfdR,538
113492,b2362,yfdS,364
113493,b2363,yfdT,307
113494,b4545,ypdJ,142
117956,b2380,ypdA,1699
117957,b2381,ypdB,736
117958,b2382,ypdC,859
117959,b2383,ypdD,2497
117960,b2384,ypdE,1039
117961,b2385,ypdF,1087
117962,b2386,ypdG,1249
117963,b2387,ypdH,328
122634,b2622,intA,1243
122635,b2623,yfjH,958
122636,b2624,alpA,214
122637,b2625,yfjI,1411
122638,b2626,yfjJ,628
122639,b2627,yfjK,2191
122640,b2628,yfjL,1618
122641,b2629,yfjM,265
122642,b2630,yfjN,1075
122643,b2631,yfjO,373
122644,b2632,yfjP,865
122645,b2633,yfjQ,823
122646,b2634,yfjR,703
122647,b2635,ypjK,238
122648,b2636,yfjS,445
122649,b2637,yfjT,469
122650,b2638,yfjU,316
122651,b2639,ypjL,520
122652,b2640,yfjV,202
122653,b2641,ypjM,184
122654,b2642,yfjW,1705
122655,b2643,yfjX,460
122656,b2644,yfjY,484
122657,b4548,ypjJ,202
122658,b2645,yfjZ,319
122659,b2646,ypjF,331
122660,b2647,ypjA,4582
122661,b2648,pinH,145
122662,b2649,ypjB,793
122663,b2650,ypjC,484
122664,b2652,ileY,77
122665,b2654,ygaQ,334
122666,b4462,ygaR,688
122667,b2657,yqaC,598
122668,b2658,yqaD,274
122669,b2659,ygaT,979
127118,b2664,csiR,664
127119,b2665,ygaU,451
127120,b2666,yqaE,160
127121,b2667,ygaV,301
127122,b2668,ygaP,526
127123,b2669,stpA,406
127124,b2670,ygaW,451
127125,b2671,ygaC,346
127126,b2672,ygaM,343
127127,b2673,nrdH,247
127128,b2674,nrdI,412
127129,b2675,nrdE,2146
131575,b2677,proV,1204
131576,b2678,proW,1066
131577,b2679,proX,994
131578,b2680,ygaX,268
131579,b2681,ygaY,883
131580,b2682,ygaZ,739
131581,b2683,ygaH,337
136045,b2702,srlA,565
136046,b2703,srlE,961
136047,b2704,srlB,373
136048,b2705,srlD,781
136049,b2706,gutM,361
136050,b2707,srlR,775
136051,b2708,gutQ,967
140568,b2782,chpA,337
140569,b2783,chpR,250
145079,b2845,yqeG,1231
145080,b2846,yqeH,634
145081,b2847,yqeI,811
145082,b2848,yqeJ,484
145083,b2849,yqeK,427
145084,b2850,ygeF,448
145085,b2851,ygeG,493
145086,b2852,ygeH,1378
145087,b2853,ygeI,220
145088,b2854,pbl,376
145089,b2855,ygeK,445
145090,b2856,ygeL,157
145091,b2857,ygeM,433
145092,b2858,ygeN,274
145093,b2859,ygeO,427
145094,b2860,insD,907
145095,b2861,insC,412
145096,b2862,ygeP,301
145097,b2863,ygeQ,796
145098,b2864,glyU,75
145099,b2865,ygeR,757
145100,b2866,xdhA,2260
145101,b2867,xdhB,880
145102,b2868,xdhC,481
145103,b2869,ygeV,1780
145104,b2870,ygeW,1192
145105,b2871,ygeX,1198
145106,b2872,ygeY,1213
145107,b2873,hyuA,1387
145108,b2874,yqeA,934
145109,b2875,yqeB,1627
145110,b2876,yqeC,772
145111,b2877,ygfJ,580
145112,b2878,ygfK,3100
145113,b2879,ssnA,1330
145114,b2880,ygfM,781
145115,b2881,xdhD,2872
145116,b2882,ygfO,1402
145117,b2883,guaD,1321
145118,b4464,ygfQ,1369
145119,b2886,ygfS,490
145120,b2887,ygfT,1921
145121,b2888,ygfU,1450
145122,b2889,idi,550
149610,b2933,cmtA,1390
149611,b2934,cmtB,445
154089,b2968,yghD,538
154090,b2969,yghE,862
154091,b2970,yghF,868
154092,b2971,yghG,412
154093,b2972,pppA,811
154094,b4466,yghJ,4564
154095,b2975,yghK,1684
154096,b2976,glcB,2173
154097,b2977,glcG,406
154098,b4467,glcF,1225
154099,b4468,glcE,1054
154100,b2979,glcD,1501
154101,b2980,glcC,766
154102,b2981,yghO,1174
154103,b2982,insH,1018
154104,b2983,yghQ,1069
154105,b2984,yghR,760
154106,b2985,yghS,715
154107,b2986,yghT,694
158582,b3020,ygiS,1609
158583,b3021,ygiT,397
158584,b3022,ygiU,298
158585,b3023,ygiV,484
158586,b3024,ygiW,394
158587,b3025,qseB,661
158588,b3026,qseC,1351
158589,b3027,ygiZ,334
158590,b3028,mdaB,583
158591,b3029,ygiN,316
163222,b3214,gltF,766
163223,b3215,yhcA,676
163224,b3216,yhcD,2383
163225,b4569,yhcE,1746
163226,b3218,insH,1018
163227,b3219,yhcF,718
163228,b3220,yhcG,1129
163229,b3221,yhcH,466
163230,b3222,nanK,877
163231,b3223,nanE,691
167712,b3262,yhdJ,886
167713,b3263,yhdU,181
167714,b3264,envR,664
167715,b3265,acrE,1159
167716,b3266,acrF,3106
167717,b3267,yhdV,223
167718,b3268,yhdW,919
167719,b3269,yhdX,1183
167720,b3270,yhdY,1105
172224,b3955,yijP,1735
172225,b3954,yijO,853
172226,b3953,frwD,343
172227,b3952,pflC,880
172228,b3951,pflD,2299
172229,b3950,frwB,322
172230,b3949,frwC,1081
172231,b3947,ptsA,2503
176714,b3907,rhaT,1036
176715,b3906,rhaR,940
176716,b3905,rhaS,838
176717,b3904,rhaB,1471
176718,b3903,rhaA,1261
176719,b3902,rhaD,826
176720,b3901,yiiL,316
176721,b3900,frvA,448
176722,b3899,frvB,1453
176723,b3898,frvX,1072
176724,b3897,frvR,1750
176725,b3896,yiiG,1057
181175,b3890,yiiF,220
181176,b3889,yiiE,220
181177,b3888,yiiD,991
181178,b3887,dtd,439
181179,b3886,rbn,874
181180,b3885,yihX,601
181181,b3884,yihW,787
181182,b3883,yihV,898
181183,b3882,yihU,898
181184,b3881,yihT,880
181185,b3880,yihS,1243
181186,b3879,yihR,928
181187,b3878,yihQ,2038
181188,b3877,yihP,1408
181189,b3876,yihO,1405
181190,b3875,ompL,694
181191,b3874,yihN,1267
181192,b3873,yihM,982
181193,b3872,yihL,712
185754,b3754,hsrA,1429
185755,b3753,rbsR,994
185756,b3752,rbsK,931
185757,b3751,rbsB,892
185758,b3750,rbsC,967
185759,b3749,rbsA,1507
185760,b3748,rbsD,421
185761,b3747,trkD,1870
185762,b3746,yieN,1498
185763,b3745,yieM,1453
185764,b3744,asnA,994
190260,b3698,yidB,400
190261,b3697,yidA,814
190262,b3696,yidX,658
190263,b4479,dgoR,691
190264,b3693,dgoK,880
190265,b4477,dgoA,619
190266,b4478,dgoD,1150
190267,b3691,dgoT,1294
190268,b3690,cbrA,1066
190269,b3689,yidR,1216
190270,b3688,yidQ,334
194717,b3685,yidE,1663
194718,b3684,yidP,718
194719,b3683,glvC,1108
194720,b3682,glvB,487
194721,b3681,glvG,640
194722,b4556,ysdC,178
194723,b3680,yidL,925
194724,b3679,yidK,1717
194725,b3678,yidJ,1495
194726,b3677,yidI,451
194727,b3676,yidH,349
194728,b3675,yidG,364
194729,b3674,yidF,499
199362,b3492,yhiN,1204
199363,b3491,yhiM,1054
199364,b3490,yhiL,1240
199365,b3489,yhiK,394
199366,b3488,yhiJ,1624
199367,b3487,yhiI,1069
199368,b3486,rbbA,2737
199369,b3485,yhhJ,1126
199370,b3484,yhhI,1138
199371,b4552,yrhC,247
199372,b3483,yhhH,385
199373,b3482,rhsB,4237
203960,b3338,chiA,2695
203961,b3337,bfd,196
203962,b3336,bfr,478
203963,b3335,gspO,679
203964,b3334,gspM,463
203965,b3333,gspL,1165
203966,b3332,gspK,985
203967,b3331,gspJ,589
203968,b3330,gspI,379
203969,b3329,gspH,511
203970,b3328,gspG,439
203971,b3327,gspF,1198
203972,b3326,gspE,1483
203973,b3325,gspD,1954
203974,b3324,gspC,817
203975,b3323,gspA,1471
203976,b3322,pioO,421
208484,b4026,yjbE,244
208485,b4027,yjbF,640
208486,b4028,yjbG,739
208487,b4029,yjbH,2098
208488,b4030,yjbA,412
208489,b4031,xylE,1477
208490,b4032,malG,892
208491,b4033,malF,1546
208492,b4034,malE,1192
208493,b4035,malK,1117
208494,b4036,lamB,1342
208495,b4037,malM,922
208496,b4038,yjbI,1330
212983,b4080,yjcP,1468
212984,b4081,yjcQ,2053
212985,b4082,yjcR,1033
212986,b4083,yjcS,1987
212988,b4084,alsK,1030
212989,b4085,alsE,697
212990,b4086,alsC,982
212991,b4087,alsA,1534
212992,b4088,alsB,937
217439,b4487,yjdP,331
217440,b4092,phnP,760
217441,b4093,phnO,436
217442,b4094,phnN,559
217443,b4095,phnM,1138
217444,b4096,phnL,682
217445,b4097,phnK,760
217446,b4098,phnJ,847
217447,b4099,phnI,1066
217448,b4100,phnH,586
217449,b4101,phnG,454
217450,b4102,phnF,727
217451,b4103,phnE,370
217452,b4105,phnD,1018
217453,b4106,phnC,790
217454,b4107,phnB,445
217455,b4108,phnA,337
217456,b4109,yjdA,2230
217457,b4110,yjcZ,880
221975,b4181,yjfI,403
221976,b4182,yjfJ,700
221977,b4183,yjfK,661
221978,b4184,yjfL,400
221979,b4185,yjfM,640
221980,b4186,yjfC,1165
221981,b4187,aidB,1627
221982,b4188,yjfN,277
221983,b4189,yjfO,331
221984,b4190,yjfP,751
221985,b4191,ulaR,757
221986,b4192,ulaG,1066
221987,b4193,ulaA,1399
221988,b4194,ulaB,307
221989,b4195,ulaC,466
221990,b4196,ulaD,652
221991,b4197,ulaE,856
226506,b4271,intB,1192
226507,b4272,insC,412
226508,b4273,insD,907
226509,b4274,yjgW,337
226510,b4575,yjgX,1116
226511,b4277,yjgZ,331
226512,b4278,insG,1330
226513,b4279,yjhB,1219
226514,b4280,yjhC,1120
226515,b4281,yjhD,232
226516,b4282,yjhE,250
226517,b4283,insN,268
226518,b4284,insI,1153
226519,b4561,insM,370
226520,b4285,insO,598
226521,b4562,yjhW,244
226522,b4286,yjhV,415
230974,b4294,insA,277
230975,b4576,insB,505
230976,b4295,yjhU,988
230977,b4296,yjhF,1351
230978,b4297,yjhG,1969
230979,b4298,yjhH,907
230980,b4299,yjhI,790
230981,b4300,sgcR,784
230982,b4301,sgcE,634
230983,b4302,sgcA,433
230984,b4303,sgcQ,808
230985,b4304,sgcC,1315
230986,b4565,sgcB,280
230987,b4305,sgcX,1123
230988,b4306,yjhP,748
230989,b4307,yjhQ,547
230990,b4566,yjhX,259
230991,b4308,yjhR,1018
230992,b4309,yjhS,982
230993,b4310,yjhT,1108
230994,b4311,yjhA,718
230995,b4312,fimB,604
230996,b4313,fimE,598
230997,b4314,fimA,550
230998,b4315,fimI,541
230999,b4316,fimC,727
231000,b4317,fimD,2638
231001,b4318,fimF,532
231002,b4319,fimG,505
231003,b4320,fimH,904
231004,b4321,gntP,1345
231005,b4322,uxuA,1186
231006,b4323,uxuB,1462
231007,b4324,uxuR,775
231008,b4325,yjiC,832
231009,b4326,yjiD,394
231010,b4327,yjiE,913
231011,b4328,iadA,1174
231012,b4329,yjiG,463
231013,b4330,yjiH,685
231014,b4331,kptA,556
231015,b4332,yjiJ,1180
231016,b4333,yjiK,970
231017,b4334,yjiL,769
231018,b4335,yjiM,1153
231019,b4336,yjiN,1282
231020,b4337,yjiO,1234
231021,b4338,yjiP,313
