,Bnumber,Gen,Length
1416,b1356,racR,478
1417,b1357,ydaS,298
1418,b1358,ydaT,424
1419,b1359,ydaU,859
1420,b1360,ydaV,748
1421,b1361,ydaW,562
1422,b1362,rzpR,301
1423,b4528,rzoR,187
1424,b1363,trkG,1459
1425,b1365,ynaK,265
1426,b1366,ydaY,361
1427,b1368,ynaA,1030
1428,b4570,lomR,1597
1429,b1370,insH-5,982
1430,b1372,stfR,3364
1431,b1373,tfaR,577
1432,b1374,pinR,592
1433,b1375,ynaE,235
1436,b1376,uspF,436
1437,b1377,ompN,1135
1438,b4427,micC,110
1439,b1378,ydbK,3526
1440,b4529,ydbJ,268
1441,b1379,hslJ,424
1442,b1380,ldhA,991
1443,b1381,ydbH,2641
1444,b1382,ynbE,187
1445,b1383,ydbL,328
1446,b1384,feaR,907
1447,b1385,feaB,1501
1448,b1386,tynA,2275
1449,b1387,paaZ,2047
1450,b1388,paaA,931
1451,b1389,paaB,289
1452,b1390,paaC,748
1453,b1391,paaD,499
1454,b1392,paaE,1072
1455,b1393,paaF,769
1456,b1394,paaG,790
1457,b1395,paaH,1429
1458,b1396,paaI,424
1459,b1397,paaJ,1207
1460,b1398,paaK,1315
1461,b1399,paaX,952
1462,b1400,paaY,592
1464,b4492,ydbA,8623
1465,b1402,insD-2,907
1466,b1403,insC-2,367
1467,b1404,insI-2,1153
1468,b1406,pdxI,862
1469,b1407,ydbD,2308
1470,b1408,ynbA,607
1471,b1409,ynbB,898
1472,b1410,ynbC,1759
1473,b1411,ynbD,1294
1607,b1539,ydfG,748
1608,b1540,ydfH,688
1609,b1541,ydfZ,205
1610,b1542,ydfI,1462
1611,b1543,ydfJ,1285
1613,b1544,ydfK,235
1614,b1545,pinQ,592
1615,b1546,tfaQ,577
1616,b1547,ydfN,964
1617,b1548,nohA,571
1618,b4533,ynfO,235
1619,b1549,ydfO,412
1620,b1550,gnsB,175
1621,b1551,ynfN,157
1624,b1552,cspI,214
1625,b1553,rzpQ,499
1627,b1554,rrrQ,535
1628,b1555,ydfR,313
1629,b1556,essQ,217
1630,b1557,cspB,217
1631,b1558,cspF,214
1633,b1559,ydfT,754
1634,b1560,ydfU,1051
1635,b1561,rem,253
1636,b1562,hokD,157
1637,b1563,relE,289
1638,b1564,relB,241
1639,b1565,ydfV,307
1640,b1566,flxA,334
1641,b1567,ydfW,151
1642,b1568,ydfX,292
1643,b1569,dicC,232
1644,b1570,dicA,409
1645,b1571,ydfA,157
1646,b1572,ydfB,130
1647,b1573,ydfC,220
1648,b1574,dicF,54
1649,b1575,dicB,190
1650,b1576,ydfD,193
1651,b1577,ydfE,922
1652,b1578,insD-7,658
1653,b1579,intQ,1198
1654,b4534,ynfP,112
2081,b1994,insH-6,1018
2084,b4582,yoeA,1841
2085,b1996,insD-3,907
2086,b1997,insC-3,367
2087,b1999,yeeP,427
2088,b4435,isrC,196
2089,b2000,flu,3121
2090,b2001,yeeR,1534
2091,b2002,yeeS,448
2092,b2003,yeeT,223
2093,b2004,cbeA,370
2094,b2005,cbtA,376
2095,b2006,yeeW,196
2097,b4538,yoeF,358
2098,b2007,yeeX,331
2099,b2008,yeeA,1060
2449,b2349,intS,1159
2450,b2350,yfdG,364
2451,b2351,yfdH,922
2452,b2352,yfdI,1333
2453,b2353,tfaS,304
2454,b2354,yfdK,442
2455,b2355,yfdL,520
2456,b2356,yfdM,277
2457,b2357,yfdN,496
2458,b2358,yfdO,370
2459,b2359,yfdP,364
2460,b2360,yfdQ,826
2461,b2361,yfdR,538
2462,b2362,yfdS,364
2463,b2363,yfdT,307
2464,b4545,ypdJ,142
2546,b2442,intZ,1210
2547,b2443,yffL,643
2548,b2444,yffM,247
2549,b2445,yffN,370
2550,b2446,yffO,418
2551,b2447,yffP,595
2552,b2448,yffQ,379
2553,b2449,yffR,394
2554,b2450,yffS,811
2733,b2622,intA,1243
2734,b2623,yfjH,958
2735,b2624,alpA,214
2736,b2625,yfjI,1411
2737,b2626,yfjJ,628
2738,b2627,abpB,2191
2739,b2628,abpA,1618
2740,b2629,yfjM,265
2741,b2630,rnlA,1075
2742,b2631,rnlB,373
2743,b2632,yfjP,865
2744,b2633,yfjQ,823
2745,b2634,yfjR,703
2746,b2635,ypjK,238
2747,b2636,yfjS,445
2748,b2637,yfjT,469
2749,b2638,yfjU,316
2750,b2641,yfjV,1017
2751,b2642,yfjW,1705
2753,b2643,yfjX,460
2754,b2644,yfjY,484
2755,b4548,ypjJ,202
2756,b2645,yfjZ,319
2757,b2646,ypjF,331
2759,b2647,ypjA,4582
2760,b2648,pinH,241
2761,b2649,ypjB,793
2762,b2650,ypjC,484
2763,b2652,ileY,77
2764,b4462,ygaQ,2254
2765,b2659,csiD,979
2766,b2660,lhgO,1270
3083,b2968,yghD,538
3084,b2969,yghE,862
3085,b2970,yghF,868
3086,b2971,yghG,412
3087,b2972,pppA,811
3088,b4466,yghJ,4564
3089,b2975,glcA,1684
3090,b2976,glcB,2173
3091,b2977,glcG,406
3092,b4467,glcF,1225
3093,b4468,glcE,1054
3094,b2979,glcD,1501
3095,b2980,glcC,766
3096,b2981,yghO,1174
3097,b2982,insH-9,1018
3098,b2983,yghQ,1069
3099,b2984,yghR,760
3100,b2985,yghS,715
3101,b2986,yghT,694
3102,b2987,pitB,1501
3440,b3323,gspA,1471
3441,b3324,gspC,817
3442,b3325,gspD,1954
3443,b3326,gspE,1483
3444,b3327,gspF,1198
3445,b3328,gspG,439
3446,b3329,gspH,511
3447,b3330,gspI,379
3448,b3331,gspJ,589
3449,b3332,gspK,985
3450,b3333,gspL,1165
3451,b3334,gspM,463
3452,b3335,gspO,679
3453,b3336,bfr,478
3454,b3337,bfd,196
3455,b3338,chiA,2695
4423,b4271,intB,1192
4424,b4272,insC-6,367
4425,b4273,insD-6,907
4426,b4575,yjgX,1200
4427,b4277,yjgZ,331
4428,b4278,insG,1330
4429,b4279,yjhB,1219
4430,b4280,yjhC,1120
4432,b4281,yjhD,232
4433,b4282,yjhE,250
4435,b4284,insI-3,1153
4436,b4561,insM,260
4437,b4286,yjhV,331
4438,b4287,fecE,769
4439,b4288,fecD,958
4440,b4289,fecC,1000
4441,b4290,fecB,904
4442,b4291,fecA,2326
4443,b4292,fecR,955
4444,b4293,fecI,523
4445,b4294,insA-7,277
4446,b4576,insB-7,505
4447,b4295,yjhU,988
4448,b4296,yjhF,1351
4449,b4297,yjhG,1969
4450,b4298,yjhH,907
4451,b4299,yjhI,790
4452,b4300,sgcR,784
4453,b4301,sgcE,634
4454,b4302,sgcA,433
4456,b4303,sgcQ,808
4457,b4304,sgcC,1315
4458,b4565,sgcB,280
4459,b4305,sgcX,1123
4461,b4306,yjhP,748
4462,b4307,yjhQ,547
4463,b4566,topAI,259
4465,b4308,yjhR,1018
4466,b4309,nanS,982
4467,b4310,nanM,1108
4468,b4311,nanC,718
4469,b4312,fimB,604
4470,b4313,fimE,598
4471,b4314,fimA,550
4472,b4315,fimI,541
4473,b4316,fimC,727
4474,b4317,fimD,2638
4475,b4318,fimF,532
4476,b4319,fimG,505
4477,b4320,fimH,904
